OrderCount,NumberOfAddress,WarehouseToHome,CashbackAmount,OrderAmountHikeFromlastYear,DaySinceLastOrder,CityTier,Tenure,CouponUsed,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,PreferredLoginDevice,Gender,PreferredPaymentMode_Cash on Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,PreferedOrderCat_Fashion,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Complain,Churn
-0.1398837065560203,0.54373057696514,1.6587194281253528,1.8716513265802432,0.995377330210568,0.6756605840900828,-0.7206133230339107,1.1946618583426991,-0.20676469603971961,1.5138275417809266,0.32288434793393517,-0.04847651171267551,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
1.829777074885207,-0.32348339706024526,-1.6097233437308407,0.7438504953852456,1.461249515204156,0.8648510539697396,-0.7206133230339107,0.28375968735761053,1.5318908474263413,0.09278134733360038,1.383938378765067,1.4009196177391794,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
-0.1398837065560203,-0.938781503649023,0.4213770709754324,-0.4787457280473199,0.7446578458815379,-0.11721644497891268,-0.7206133230339107,0.5445810290768744,-0.20676469603971961,1.5138275417809266,0.32288434793393517,-0.04847651171267551,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
-0.1398837065560203,1.1590286835539179,1.7890949705085915,1.791007213923911,-0.09533904480210549,1.1810061729570767,1.4564545891032163,0.8112673975904975,1.5318908474263413,1.5138275417809266,0.32288434793393517,0.6762215530132519,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1.829777074885207,0.153778892699372,1.6587194281253528,-0.7069786722623237,-0.09533904480210549,0.8648510539697396,-0.7206133230339107,0.3785093630671564,1.2793609456232957,0.09278134733360038,-0.7381696828971965,-0.04847651171267551,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.52887296346916,0.873430028233459,0.029287666654822603,-0.6487610877081581,-0.09533904480210549,-0.11721644497891268,-0.7206133230339107,0.8680896718378637,0.662563075693311,0.09278134733360038,-1.7992237137283282,-1.4978726411645302,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.1398837065560203,-0.938781503649023,0.2984557399572707,-0.8865751372087136,0.48037952260665,-2.0813514428762177,-0.7206133230339107,0.061928407980059254,0.662563075693311,-1.328264847113726,-0.7381696828971965,-0.04847651171267551,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
1.829777074885207,-0.32348339706024526,-0.8426803853215374,0.01872323609798079,-1.1102716024629775,1.4393237140317152,-0.7206133230339107,0.6182531839660269,0.662563075693311,1.5138275417809266,1.383938378765067,-0.04847651171267551,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.829777074885207,0.54373057696514,-0.8426803853215374,0.2821765279563153,-0.09533904480210549,1.4393237140317152,1.4564545891032163,0.6868403192865125,0.662563075693311,1.5138275417809266,0.32288434793393517,0.6762215530132519,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.1398837065560203,1.1590286835539179,1.8514337650275505,0.09220893815819522,-0.7480349244546172,-0.11721644497891268,-0.7206133230339107,0.8680896718378637,0.662563075693311,0.09278134733360038,-1.7992237137283282,0.6762215530132519,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
